item,value,score_current,score_v2
bp_dia,118.725,0.0,6.3375
bp_dia,118.9,0.0,6.1323
bp_dia,119.075,0.0,5.9333
bp_dia,119.25,0.0,5.7404
bp_dia,119.425,0.0,5.5534
bp_dia,119.6,0.0,5.3721
bp_dia,119.775,0.0,5.1965
bp_dia,119.95,0.0,5.0263
bp_dia,120.125,0.0,4.8615
bp_dia,120.3,0.0,4.7018
bp_dia,120.475,0.0,4.547
bp_dia,120.65,0.0,4.3972
bp_dia,120.825,0.0,4.2521
bp_dia,121.0,0.0,4.1116
bp_dia,121.175,0.0,3.9755
bp_dia,121.35,0.0,3.8438
bp_dia,121.525,0.0,3.7163
bp_dia,121.7,0.0,3.5928
bp_dia,121.875,0.0,3.4733
bp_dia,122.05,0.0,3.3577
bp_dia,122.225,0.0,3.2458
bp_dia,122.4,0.0,3.1375
bp_dia,122.575,0.0,3.0327
bp_dia,122.75,0.0,2.9313
bp_dia,122.925,0.0,2.8332
bp_dia,123.1,0.0,2.7383
bp_dia,123.275,0.0,2.6465
bp_dia,123.45,0.0,2.5577
bp_dia,123.625,0.0,2.4718
bp_dia,123.8,0.0,2.3887
bp_dia,123.975,0.0,2.3083
bp_dia,124.15,0.0,2.2306
bp_dia,124.325,0.0,2.1555
bp_dia,124.5,0.0,2.0828
bp_dia,124.675,0.0,2.0125
bp_dia,124.85,0.0,1.9446
bp_dia,125.025,0.0,1.8789
bp_dia,125.2,0.0,1.8154
bp_dia,125.375,0.0,1.754
bp_dia,125.55,0.0,1.6947
bp_dia,125.725,0.0,1.6373
bp_dia,125.9,0.0,1.5818
bp_dia,126.075,0.0,1.5282
bp_dia,126.25,0.0,1.4764
bp_dia,126.425,0.0,1.4263
bp_dia,126.6,0.0,1.3779
bp_dia,126.775,0.0,1.3311
bp_dia,126.95,0.0,1.2859
bp_dia,127.125,0.0,1.2422
bp_dia,127.3,0.0,1.1999
bp_dia,127.475,0.0,1.1591
bp_dia,127.65,0.0,1.1197
bp_dia,127.825,0.0,1.0816
bp_dia,128.0,0.0,1.0447
bp_dia,128.175,0.0,1.0091
bp_dia,128.35,0.0,0.9748
bp_dia,128.525,0.0,0.9415
bp_dia,128.7,0.0,0.9094
bp_dia,128.875,0.0,0.8784
bp_dia,129.05,0.0,0.8484
bp_dia,129.225,0.0,0.8195
bp_dia,129.4,0.0,0.7915
bp_dia,129.575,0.0,0.7645
bp_dia,129.75,0.0,0.7384
bp_dia,129.925,0.0,0.7132
bp_dia,130.1,0.0,0.6888
bp_dia,130.275,0.0,0.6652
bp_dia,130.45,0.0,0.6425
bp_dia,130.625,0.0,0.6205
bp_dia,130.8,0.0,0.5993
bp_dia,130.975,0.0,0.5788
bp_dia,131.15,0.0,0.559
bp_dia,131.325,0.0,0.5399
bp_dia,131.5,0.0,0.5214
bp_dia,131.675,0.0,0.5036
bp_dia,131.85,0.0,0.4863
bp_dia,132.025,0.0,0.4697
bp_dia,132.2,0.0,0.4536
bp_dia,132.375,0.0,0.438
bp_dia,132.55,0.0,0.423
bp_dia,132.725,0.0,0.4085
bp_dia,132.9,0.0,0.3946
bp_dia,133.075,0.0,0.381
bp_dia,133.25,0.0,0.368
bp_dia,133.425,0.0,0.3554
bp_dia,133.6,0.0,0.3432
bp_dia,133.775,0.0,0.3314
bp_dia,133.95,0.0,0.32
bp_dia,134.125,0.0,0.3091
bp_dia,134.3,0.0,0.2985
bp_dia,134.475,0.0,0.2882
bp_dia,134.65,0.0,0.2783
bp_dia,134.825,0.0,0.2688
bp_dia,135.0,0.0,0.2596
